title_and_price,location,details,description,metro_stations,conditions_financieres,energy_GES,ref_date
"Location maison 110 m² La Frette-Sur-Seine (95530)
1.600 €",La Frette-sur-Seine (95530),"['5 pièces', '3 chambres', '110 m²', 'Terrain 250 m²']","Proche gare, commerce, école
Maison entièrement rénovée, lumineuse, vue sur Seine (rdc, étage,s ous sol)-110 m2.
Loyer 1.450€-hors charges(eau, électricité, entretien pompe à chaleur, élagage).

Recherche locataire sérieux et soigné.
Merci d'appeler. Contact tous les jours à partir de 17h.","['La Frette - Montigny', 'Herblay', 'Cormeilles en Parisis']","['', '', '', 'Loyer charges comprises\n1.600 € / mois', 'Dont charges\n150 € / mois', 'Dépôt de garantie\n1.450 €']","{'energy': 'C', 'GES': 'D'}",Réf. : F18/0062 / 28 février 2024
"Location meublée maison 55 m² Marseille 8E
1.560 €",Marseille 8e (13008),"['2 pièces', '1 chambre', '55 m²', 'Terrain 300 m²']","Courte durée - Bail Mobilité

Villa au calme du quartier la Pointe Rouge - Piscine privée en hivernage novembre à Mai.
Location courte durée, bail mobilité (idéal mission ou universitaire).

Idéalement située 300 m calanque du Bain des Dames - 5 min de la plage de la Pointe rouge et du Parc Pastre.

Appartement rénové indépendant T2 en rez de chaussée de 55 m2 meublé design.
Grande chambre parentale avec dressing attenant à une spacieuse salle de bains (baignoire à remous + 2 wc).
Véranda ensoleillée, bibliothèque et salle à manger, banquette lit d'une place.
Jolie cuisine entièrement équipée hauts tabourets + bar.

Linge de maison et vaisselle fournis.
Possibilité de parking dans jardin.
Baies vitrées donnant sur le jardin, barbecue . Piscine non chauffée actuellement en hivernage jusqu'au mois de Mai

3 salons de jardin tables parasols, et transats autour de la piscine.

Disponible à partir de février.
Loyer : 1560€/mois charges comprises","['Conditions financières\nLoyer charges comprises\n1.560 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.400 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.560 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.400 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.560 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.400 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n1.560 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n1.400 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : D42/1220 / 28 février 2024
"Location meublée maison 60 m² Rueil-Malmaison
1.500 €",Rueil-Malmaison (92500),"['3 pièces', '2 chambres', '60 m²']","Je loue une maison meublée de 60m², proche écoles et centre commercial, à 5 mn de la station de bus 144 et 467 (directions Suresnes, La Défense, Centre Rueil, Rueil 2000 et RER A à 15 mn Charles de Gaulle - Etoile), juste à côté, il y a également l'arrêt du bus de la ville 565 qui dessert le centre ville et le centre commercial.

La maison est composée d'un séjour avec cuisine américaine de 29m², une salle d'eau, toilettes séparées et 2 chambres avec rangement chacune. La salle d'eau et la cuisine viennent d'être refaites à neuf. La maison possède également un dégagement avec bureau intégré, une cave de 10m² et un abris de jardin.

Le terrain comprend un jardinet et une terrasse qui a vue sur un grand espace vert. Exposition Sud

La maison dispose d'une place de stationnement pour un petit véhicule.

Le montant du loyer est de 1.500 €/mois provision charges comprises.","['Conditions financières\nLoyer charges comprises\n1.500 € / mois\nDont charges\n0 € / mois\nDépôt de garantie\n2.500 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.500 € / mois\nDont charges\n0 € / mois\nDépôt de garantie\n2.500 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.500 € / mois\nDont charges\n0 € / mois\nDépôt de garantie\n2.500 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n1.500 € / mois', 'Dont charges\n0 € / mois', 'Dépôt de garantie\n2.500 €']","{'energy': 'D', 'GES': 'D'}",Réf. : 687/4385 / 28 février 2024
"Location meublée studio 30 m² Aix-En-Provence (13100)
1.209 €",Aix-en-Provence (13090),"['1 pièce', '30 m²']","Situation idéale, Centre-ville Bas des Allées Provençales.
Face au Grand Théâtre de Provence, 3 min de la Rotonde et du bas du Cours Mirabeau à pied.

Loyer : 1.209 € avec parking TTC, Eau chaude et froide, chauffage parties communes.
Résidence Opéra- Rotonde.
Possible en sous-sol de louer 220 € un garage, équipé de l'électricité pour véhicule électrique

La résidence est à immédiate proximité de l'entrée des autoroutes sans nuisances
Gare routière, 10min à pied,
Gare TGV 15 min en bus

Bus à proximité : Presque tous les bus passent par la Rotonde,
Place de parking inclus

A Proximité
La gare routière et gare centrale SNCF à 5 à pied sans bagage
Carrefour Market, La Poste, Monoprix alimentaire, pratiquement au pied de l'immeuble.

Appartement meublé se composé d'une entrée avec porte manteau et meuble à chaussures,
d'une pièce principale, cuisine équipée séparée par une demi cloison et d'une salle d'eau avec douche.
Séjour.
Lit en gigogne en 160 x 200 très moelleux et confortable, table, chaises,

La cuisine est séparée par un plateau bar,
Équipée d'une hotte aspirante, de nombreux rangements
Un combiné 3 en 1 : 4 plaques Vitrocéramiques, Four, et Lave-vaisselle intégré.
Un frigo avec petit congélateur de 21 L
Salle d'eau : Avec douche à pare douche, Lavabo wc, Sèche serviettes. Lave linge avec sèche linge intégré

Libre le 19 février. Les photos mises à jour.
Loyer : 1.209 € charges comprises, avec parking.","[""  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.\nConditions financières\nLoyer charges comprises\n1.209 € / mois\nDont charges\n88 € / mois\nDépôt de garantie\n1.121 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG"", ""  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.\nConditions financières\nLoyer charges comprises\n1.209 € / mois\nDont charges\n88 € / mois\nDépôt de garantie\n1.121 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG"", ""  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.\nConditions financières\nLoyer charges comprises\n1.209 € / mois\nDont charges\n88 € / mois\nDépôt de garantie\n1.121 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG""]","['', '', '', 'Loyer charges comprises\n1.209 € / mois', 'Dont charges\n88 € / mois', 'Dépôt de garantie\n1.121 €']","{'energy': 'C', 'GES': 'C'}",Réf. : D15/0054 / 28 février 2024
"Location meublée appartement 2 pièces 40 m² Paris 9E
1.984 €",Paris 9e (75009),"['2 pièces', '1 chambre', '40 m²']","Faubourg Montmartre. Cité Trévise (proche de la fontaine).
A 2 pas des Folies Bergères. De la rue Montmartre.
Métro : Grand Boulevard = ligne 8 et 9, Le Peltier, Cadet, poissonnière = ligne 7.
Bus : 26 / 32 / 39 /42 / 43 / 48 /74 / 85.

2 pièces meublées, décorées avec goût, 2ème étage sur cour.
Tout confort.
Très calme.

Entièrement refait à neuf, rénovation haut de gamme - Plancher chauffant, Parquet, pas de place de perdue.

Installation électrique neuve.
Prises Ethernet (RJ45) présentes dans le salon et dans la chambre.

Appartement ayant été entièrement isolé (sol, murs, plafond) agrémenté de grandes fenêtres isolantes oscillo-battantes ayant des volets électriques intégrés à télécommande (=économique en énergie). Porte blindée.

Salon comprenant 2 grandes fenêtres avec volets, composé d'un canapé d'angle convertible, table de salon, meuble pour télévision, hifi, rangements.
Espace repas avec table avec 2 rallonges, chaise, banc.

Cuisine équipée séparée avec fenêtre, porte coulissante à galandage, électroménagers haut de gamme : réfrigérateur, congélateur, micro-ondes avec grill, lave-vaisselle, lave-linge le tout en intégrable, plaques induction, hotte, nombreux rangements, vaisselle, ustensiles de cuisine.

Salle d'eau avec douche italienne, wc suspendu, rangements, vmc, porte coulissante à galandage.

Chambre avec lit King Size de 180 x 200, porte coulissante à galandage.
Sommier, matelas haut de gamme, drap, couette, housse de couette, oreillers, taies, (le tout Neuf). Nombreux rangements, penderie,
1 grande fenêtre avec volet.

Très clair - Soleil - Calme - Bel environnement.
1 digicode, badge télé ouverture + 1 interphone, gardien.

39,43 m² loi Carrez.

Pas de colocation, merci.

Bail résidence secondaire.

Loyer : 1.924 € /mois + charges 60,50 €.","['Cadet', 'Poissonnière', 'Grands Boulevards']","['', '', '', 'Loyer charges comprises\n1.984 € / mois', 'Dont charges\n60 € / mois', 'Dépôt de garantie\n3.848 €', 'Loyer de référence majoré\n1.416 €', 'Complément de loyer\n508 €']","{'energy': 'D', 'GES': 'B'}",Réf. : B95/0751 / 28 février 2024
"Location appartement 4 pièces 112 m² Mulhouse (68100)
850 €",Mulhouse (68100),"['4 pièces', '3 chambres', '112 m²']","Mulhouse centre proche tram, 10 min gare, 4 pièces : 112 m² en duplex au 3ème et dernier étage sans ascenseur . Comprenant : 1grand salon, 3 chambres , grande cuisine aménagée avec éléments comprenant : four, plaque, de cuisson, hotte. 1 Salle de bain avec baignoire , 2 wc séparés, cagibis, chauffage au sol individuel gaz + radiateurs gaz à l'étage DPE = C émission gaz à effet de serre = C Peinture neuve l'appartement est en excellent état excellent état. Loyer : 750€/mois + avances charges 100€/mois avec régularisation des charges annuelles elles comprennent les ordures ménagères, la consommation d'eau, l'EDF dans les parties communes.
stationnement résidentiel abonnement annuel 80€ /an à la voirie ville de Mulhouse.
Contact par tel.","['Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n750 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n750 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n750 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n850 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n750 €']","{'energy': 'C', 'GES': 'C'}",Réf. : F15/1847 / 28 février 2024
"Location studio 18,15 m² Perpignan (66000)
495 €",Perpignan (66000),"['1 pièce', '1 chambre', '18,15 m²']","Studio entièrement rénové.
1 pièce de 18,15 m2**. Porte fenêtre donnant sur balcon sans vis-à-vis.

Au sein de la résidence Le Carlit à Perpignan, quartier les Platanes au 3ème étage sur 6.

Pas de frais d'agence ,dossier solide avec REVENUS réguliers et 2 GARANTS obligatoires
Sinon aucune suite ne sera donnée au dossier
Éligible aux APL

Il se compose d'un coin salon, kitchenette équipée, salle d'eau avec wc.
Petit balcon à disposition de 4 m2.
Vue dégagée et sans vis-à-vis, à meubler selon votre goût.

Les charges comprennent le chauffage collectif ,eau froide, eau chaude, ascenseur, salaire du gardien, entretien des espaces verts, électricité et ménage des parties communes.

Prestations : ascenseur,digicode, gardien, vidéosurveillance,portail électrique, parking dans la résidence

Les + de ce bien** • Stationnement possible • Cuisine équipée • Balcon • Ascenseur • Proximité transports et commerces à pieds

Le logement est propre, rénové, calme sécurisé avec porte blindée neuve et serrure neuve 3 points .

Libre pour locataire seul ,sérieux avec dossier solide ,loyer 495 € /mois (loyer 380€ + 115 € de charges) APL possible + caution 2 mois de loyer hors charges restitués à la fin de la location

Modalité de récupération des charges locatives : Prévisionnelles mensuelles avec régularisation annuelle

Diagnostics immobiliers ok performance énergétique et GES en D","['Conditions financières\nLoyer charges comprises\n495 € / mois\nDont charges\n115 € / mois\nDépôt de garantie\n380 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n495 € / mois\nDont charges\n115 € / mois\nDépôt de garantie\n380 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n495 € / mois\nDont charges\n115 € / mois\nDépôt de garantie\n380 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n495 € / mois', 'Dont charges\n115 € / mois', 'Dépôt de garantie\n380 €']","{'energy': 'D', 'GES': 'D'}",Réf. : F15/2239 / 28 février 2024
"Location meublée appartement 2 pièces 38 m² Paris 13E
1.390 €",Paris 13e (75013),"['2 pièces', '1 chambre', '38 m²']","Métro Tolbiac, proche de la ligne 7 et Métro Olympiade la ligne 14.
Refait à neuf (peinture) également radiateurs neufs et plus performants.
Meublé /vide possible .
2 pièces 38 m², Très lumineux, il dispose de deux grandes fenêtres au 3ème étage sans ascenseur.

Cuisine ouverte (plaques électriques, réfrigérateur, lave linge) , salon/salle à manger, une grande chambre, salle d'eau avec wc. Parquets et cheminées. Double vitrage, chauffage électrique individuel.
Une cave de 4 m²
Sérieuses garanties demandées. Dossier complet.

Loyer charges compris 1.390 € / dont charges 100 € / Dépôt de garantie 2.580 €

Loyer de référence majoré 1182 € Complément de loyer 108€","['Maison Blanche', 'Tolbiac', 'Olympiades']","['', '', '', 'Loyer charges comprises\n1.390 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n2.580 €', 'Loyer de référence majoré\n1.181,80 €', 'Complément de loyer\n108,20 €']","{'energy': 'D', 'GES': 'E'}",Réf. : 985/4052 / 28 février 2024
"Location appartement 2 pièces 38 m² Livry-Gargan (93190)
850 €",Livry-Gargan (93190),"['2 pièces', '1 chambre', '38 m²']","Non meublé

A 10 min à pied du tramway et du train, parc Lefèvre à 2 min.
Quartier calme, aux pied des écoles et des bus. A 30 min Paris St-Lazare.

2 pièces non meublé 38 m² au 1er étage droite, dans programme immobilier de 2012.
Grand standing. Séjour, cuisine, chambre (parquet), salle de bains (baignoire avec sèche-serviettes), wc.

Chauffage individuel électrique.

Parking sous-sol, place numérotée.

Interphone.
Local vélos.

Loyer : 780 € /mois +70 € de charges de communauté.

Libre au 1er mars 2024.
Dépôt de garantie 780€.","['Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n70 € / mois\nDépôt de garantie\n780 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n70 € / mois\nDépôt de garantie\n780 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n70 € / mois\nDépôt de garantie\n780 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n850 € / mois', 'Dont charges\n70 € / mois', 'Dépôt de garantie\n780 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : C04/0135 / 28 février 2024
"Location appartement 3 pièces 60 m² Champigny-Sur-Marne (94500)
1.372 €",Champigny-sur-Marne (94500),"['3 pièces', '2 chambres', '60 m²']","Grand 3 pièces traversant à Champigny, refait entièrement à neuf il y a 1 an et situé dans une résidence calme et agréable.

A 2 min des commerces et des bus, 5 min à pied du RER E et 10min à pied de la future ligne 15.
RER A Joinville-le-Pont à 10min en bus. Commerces et écoles à 2 min à pied.

2 chambres
1 Grand salon
wc et salle de bains séparés
Cuisine entièrement équipée refaite à neuf.

1372€/mois charges comprises.
Chauffage au gaz individuel.
Cave disponible.
Parking disponible pour 50€/mois supplémentaire..

Semi-meublé : cuisine entièrement équipée, machine à laver, canapé couleur crème dans le salon, canapé convertible de la même couleur dans l'une des chambres, couverts et assiettes.

Possibilité de racheter des meubles de l’ancienne locataire.

Disponible dès début févier.

Colocation acceptée.

Si vous êtes intéressés n'hésitez pas à me contacter pour plus d'informations !","['Les Boullereux Champigny', 'Champigny', 'Nogent le Perreux']","['', '', '', 'Loyer charges comprises\n1.372 € / mois', 'Dont charges\n132 € / mois', 'Dépôt de garantie\n1.240 €']","{'energy': 'D', 'GES': 'D'}",Réf. : F16/0895 / 28 février 2024
"Location appartement 3 pièces 75 m² Boulogne-Billancourt
2.550 €",Boulogne-Billancourt (92100),"['3 pièces', '2 chambres', '75 m²']","Boulogne Nord
Situé rue Pasteur, une petite rue très calme à 300 m du métro Jean Jaurès (Ligne 10).

Dans un immeuble de standing,
un appartement traversant au 5ème et dernier étage, de 74,5 m2 et 14 m2 d'espace extérieur refait à neuf (électricité, peintures et parquet).

Une grande entrée qui distribue un salon, une cuisine équipée (plaques chauffantes, placard, hôte, réfrigérateur) séparée. Un couloir dessert une salle de bains, deux chambres sur espace vert et des wc indépendants.
Une terrasse accessible depuis le salon et un balcon depuis les chambres.
Appartement très lumineux, baies vitrées dans toutes les pièces de vie.

Parking souterrain.
Gardienne, digicode et interphone.
Agences s’abstenir
Loyer 2550 euros/mois charges comprises (chauffage, eau froide et chaude).
Agences s’abstenir","['Boulogne - Jean Jaurès', 'Marcel Sembat', 'Boulogne - Pont de Saint-Cloud (Rhin et Danube)']","['', '', '', 'Loyer charges comprises\n2.550 € / mois', 'Dont charges\n219 € / mois', 'Dépôt de garantie\n2.331 €']","{'energy': 'E', 'GES': 'E'}",Réf. : D82/0851 / 28 février 2024
"Location meublée studio 50 m² Toulon
680 €",Toulon (83000),"['1 pièce', '50 m²']","Studio dans villa provençale, prestations 3 étoiles.

Coin cuisine aménagé (réfrigérateur, plaques, machine à café, lave-linge, micro-ondes), un séjour avec canapé-lit, un coin nuit séparé par alcôve avec lit de 140x190, salle d'eau (douche et wc). Supplément 12€ par jour et par personne.
Terrasse


Situation géographique exceptionnelle, proche axes routiers tout en étant au calme et dans la verdure, à 15 mn environ du centre-ville

1 place de parking

Disponibilité immédiate jusqu'au 01/06/2024","[""  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.\nConditions financières\nLoyer charges comprises\n680 € / mois\nDont charges\n60 € / mois\nDépôt de garantie\n680 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG"", ""  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.\nConditions financières\nLoyer charges comprises\n680 € / mois\nDont charges\n60 € / mois\nDépôt de garantie\n680 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG"", ""  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.\nConditions financières\nLoyer charges comprises\n680 € / mois\nDont charges\n60 € / mois\nDépôt de garantie\n680 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG""]","['', '', '', 'Loyer charges comprises\n680 € / mois', 'Dont charges\n60 € / mois', 'Dépôt de garantie\n680 €']","{'energy': 'C', 'GES': 'B'}",Réf. : F13/2222 / 28 février 2024
"Location meublée appartement 2 pièces 38 m² Paris 8E (75008)
1.900 €",Paris 8e (75008),"['2 pièces', '1 chambre', '38 m²']","""Appartement de charme complètement rénové et totalement meublé prêt à habiter"" comprenant deux pièces, une entrée, salle de bains avec wc, une kitchenette équipée, une chambre de vie avec canapé convertible de deux places, TV, table à manger, une chambre avec lit à deux places et dressing.

Idéal pour pied à terre ou résidence secondaire. Très calme ensoleillé sans vis à vis, situé dans bel immeuble face au palais de l'Elysées.

Location en contrat bail civil pour résidence secondaire avec durée de 12 mois.","['Miromesnil', 'Champs-Élysées - Clemenceau (Grand Palais)', 'Saint-Augustin']","['', '', '', 'Loyer charges comprises\n1.900 € / mois', 'Dont charges\n50 € / mois', 'Dépôt de garantie\n3.700 €', 'Loyer de référence majoré\n1.387 €', 'Complément de loyer\n463 €']","{'energy': 'C', 'GES': 'C'}",Réf. : E85/1599 / 28 février 2024
"Location meublée appartement 20 m² Villeurbanne
649 €",Villeurbanne (69100),"['1 pièce', '20 m²']","Charmant t1 bis neuf
T1 bis neuf et totalement meublé, face au grand parc de la Commune Paris, dans une rue calme et pavillonnaire .

À proximité directe des transports en commun (métro A, bus etc) et des commerces.

Venez découvrir ce charmant t1 bis meublé, fonctionnel, comprenant une belle pièce de vie avec chambre, cuisine équipée : plaques vitrocéramiques, mini four, micro-ondes, frigo, lave-linge, toute la vaissellerie ainsi que l'entièreté de linge de maison et d'une salle de bain moderne avec douche balnéo, nombreux rangements, toutes les pièces sont carrelés mais surtout, faites le plein d'économies grâce à l'eau, l'électricité et le chauffage qui sont inclus dans le prix du loyer annoncé 649€ charges comprises

Longues études ou CDI et garants physiques obligatoires
Contrat de location de 12 mois","['Conditions financières\nLoyer charges comprises\n649 € / mois\nDont charges\n85 € / mois\nDépôt de garantie\n1.128 €\nZone soumise à encadrement des loyers  -   En savoir plus\nLoyer de référence majoré\n384 €\nComplément de loyer\n180 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n649 € / mois\nDont charges\n85 € / mois\nDépôt de garantie\n1.128 €\nZone soumise à encadrement des loyers  -   En savoir plus\nLoyer de référence majoré\n384 €\nComplément de loyer\n180 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n649 € / mois\nDont charges\n85 € / mois\nDépôt de garantie\n1.128 €\nZone soumise à encadrement des loyers  -   En savoir plus\nLoyer de référence majoré\n384 €\nComplément de loyer\n180 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n649 € / mois', 'Dont charges\n85 € / mois', 'Dépôt de garantie\n1.128 €', 'Loyer de référence majoré\n384 €', 'Complément de loyer\n180 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : F05/1695 / 28 février 2024
"Location meublée appartement 2 pièces 63 m² Puteaux
2.000 €",Puteaux (92800),"['2 pièces', '1 chambre', '63 m²']","Bail civil résidence secondaire ou logement de fonction à partir du 29 Janvier 2024.
Possibilité bail mobilité.

Appartement F2 d'environ 63 m2, entièrement meublé, qui convient à un cadre ou à un couple désirant se loger en plein quartier des affaires de La Défense. L'appartement est composé d'une entrée, salon/salle à manger, cuisine, salle de bains avec baignoire, dégagement, chambre, wc séparés 4 grandes baies vitrées (2 dans le salon/salle à manger, une dans la chambre, 1 dans la cuisine). Orientation ouest (soleil l'après-midi). Très lumineux avec une vue panoramique sur La Défense, le Cnit, les quatre temps et le Mont Valérien. Étage élevé avec deux ascenseurs. Balcon filant (faisant le tour du salon, cuisine et la chambre).

Accès à personne à mobilité réduite.

2000€ toutes charges comprises (charges de copropriété, internet, eau chaude et froide, chauffage).
Forfait électricité en plus : 80€/mois."
